upload_to_dashboard;order;view_code;disaster_type;country_code;variable;label;label_espanol;unit;format;icon_src;group;agg_method;weight_var;scorevar_name;reverse_inform;log_inform;inform_indicator;id_overall;year;source_link;description;description_espanol;source_organization_type;source_organization;admin_level_min;admin_level;retention_period;source_quality;label_french;description_french;layer_type
1;;CRA;;PER;education_density;Nr. of educational facilities per 10,000 people;Número de centros educativos por cada 10K personas;;decimal0;schools.png;coping_capacity;weighted_avg;population;education_density_score;1;0;Physical infrastructure;3.2.2;2016;http://www.cenepred.gob.pe/web/escenarios-de-riesgos/;Number of educational institutes per 10,000 people. Source: Base de datos al 2016 del ESCALE - Ministerio de Educación;Número de centros educativos por cada 10K personas - MINEDU;Government;Ministerio de Educación;0;3;5;4;;;
1;;PI;Flood,Coldwave,Snowfall;PER;nr_events;# of hit distritos;Número de distritos impactados;;decimal0;damage.png;damage;sum;;;0;0;;;2018;;Number of affected distritos from events 2008-2017. When 'Total' is selected as event, this means the total number of events times the average number of distritos that is hit per event. If a distrito is hit in multiple events, it counts multiple times in this total number.;"Número de distritos afectados por los eventos del año 2008-2017. Cuando se selecciona ""Total"" como evento, esto significa el número total de eventos multiplicado por el número promedio de distritos que han sido impactados por evento. Si un distrito es impactado en múltiples eventos, cuenta varias veces en este número total.";;;0;3;0;0;;;
1;9;CRA;;PER;population;Population;Población;;decimal0;population.png;general;sum;;;0;0;#N/A;0.2.1;2015;http://www.inei.gob.pe/estadisticas/indice-tematico/poblacion-y-vivienda/;;Población proyectada para el año 2016 - INEI;;;0;3;10;4;;;
1;;CRA;;PER;snow_fall_exposure;Exposure to frost;Exposición a eventos de nevadas;;percentage;cold_wave.png;hazard;weighted_avg;population;snow_fall_exposure_score;0;0;;;2017;INDECI;Annual average number of affected people by snow fall between 2003-2017 divided by population to get the amount for each 10,000 people;Promedio anual del número de personas afectadas por la caída de nieve en los años 2003-2017 por cada 10K personas - INDECI;Government;INDECI;0;3;2;3;;;
1;;CRA;;PER;cold_wave_exposure;Exposure to cold waves;Exposición a eventos de heladas;;percentage;snow_fall.png;hazard;weighted_avg;population;cold_wave_exposure_score;0;0;;;2017;INDECI;Annual average number of affected people by cold waves between 2003-2017 divided by population to get the amount for each 10,000 people;Promedio anual del número de personas afectadas por la presencia de heladas en los años 2003-2017 por cada 10K personas - INDECI;Government;INDECI;0;3;2;3;;;
1;;CRA;;PER;elevation;Average elevation;Altitud promedio;;decimal0;elevation.png;other;weighted_avg;land_area;;0;0;;;2017;http://www.eorc.jaxa.jp/ALOS/en/aw3d30/index.htm;Average elevation;Altitud o elevación promedio - JAXA (Agencia Aeroespacial de Japón);;;0;3;10;4;;;
1;;CRA;;PER;alpacas;No. of alpacas;Número de alpacas;;decimal0;alpaca.png;other;sum;;;0;;;;2012;http://www.cenepred.gob.pe/web/escenarios-de-riesgos/;Number of alpacas per area.;Número de alpacas por área - CENEPRED, fuente original: MINAGRI;Government;MINAGRI;0;3;5;3;;;
1;;CRA;;PER;waterborne_diseases;Waterborne disease incidence per 10,000 people;Enfermedades transmitidas por el H20 por cada 10K personas;;decimal0;waterborne.png;vulnerability;weighted_avg;population;waterborne_diseases_score;0;1;Health Conditions;2.2.2;2017;http://www.cdc.gob.pe/portal/index.php?option=com_content&view=article&id=404&Itemid=356;Percentage diarrhea & leptospirose incidences in 2017 per 10,000 people;Porcentaje de efermedades como la malaria vivax, dengue y leishmaniasis en 2017 por cada 10K personas - CENEPRED;;;0;3;5;4;;;
1;;CRA;;PER;wall_type;% strong wall type;Tipo de pared;;percentage;wall.png;vulnerability;weighted_avg;population;wall_type_score;1;0;Development & Deprivation;2.1.1;2016;http://iinei.inei.gob.pe/iinei/srienaho/descarga/SPSS/546-Modulo01.zip;% of households with strong walls. Strong defined as: Brick, cement, stone or adobe walls. Based on ENAHO survey.;Porcentaje de hogares con paredes fuertes. Fuerte definido como: paredes de ladrillo, cemento, piedra o adobe. Basado en la encuesta ENAHO - INEI;Government;INEI;0;2;2;3;;;
1;;CRA;;PER;vectorborne_diseases;Vectorborne disease incidence per 10,000 people;Enfermedades transmitidas por vectores por cada 10K personas;;decimal0;vectorborne.png;vulnerability;weighted_avg;population;vectorborne_diseases_score;0;1;Health Conditions;2.2.2;2017;http://www.cdc.gob.pe/portal/index.php?option=com_content&view=article&id=404&Itemid=356;Percentage malaria vivax, dengue & leishmaniasis incidences in 2017 per 10,000 people;Porcentaje de casos de malaria vivax, chikungunya, dengue y leishmaniasis entre 2013-2016 por cada 10K personas - MINSA;;;0;3;5;3;;;
1;;CRA;;PER;roof_type;% strong roof type;Tipo de techo;;percentage;roof.png;vulnerability;weighted_avg;population;roof_type_score;1;0;Development & Deprivation;2.1.1;2016;http://iinei.inei.gob.pe/iinei/srienaho/descarga/SPSS/546-Modulo01.zip;% of households with strong roofs. Strong defined as: reinforced concrete, tiles or roof panels. Based on ENAHO survey.;Porcentaje de hogares con techos fuertes. Fuerte definido como: hormigón armado, azulejos o paneles de techo. Basado en la encuesta ENAHO - INEI;Government;INEI;0;2;2;3;;;
1;;CRA;;PER;poverty_incidence;Poverty incidence;Incidencia de pobreza;;percentage;poverty.png;vulnerability;weighted_avg;population;poverty_incidence_score;0;0;Development & Deprivation;2.1.1;2013;http://www.cenepred.gob.pe/web/escenarios-de-riesgos/;Estimation of percentage of population living below the poverty line;Estimación del porcentaje de población que vive por debajo del umbral de pobreza - INEI;Government;INEI;0;3;5;3;;;
1;;CRA;;PER;perc_malnutrition_u5;% malnutrition U5 children;Desnutrución crónica en niños < a 5 años;;percentage;malnutrition.png;vulnerability;weighted_avg;population;perc_malnutrition_u5_score;0;0;Food Security;2.2.5;;http://www.cenepred.gob.pe/web/escenarios-de-riesgos/;Percentage chronical malnutrition children U5 - MINSA;Porcentaje de desnutrición crónica en niños < a 5 años - MINSA;Government;MINSA;0;3;5;3;;;
1;;CRA;;PER;perc_analphabetism;% analphabetism;Analfabetismo;;percentage;illiteracy.png;vulnerability;weighted_avg;population;perc_analphabetism_score;0;0;Development & Deprivation;2.1.1;2013;http://www.cenepred.gob.pe/web/escenarios-de-riesgos/;INEI 2013;Porcentaje de población con analfabetismo - INEI;Government;INEI;0;3;6;3;;;
1;;CRA;;PER;life_expectancy;Life expectancy;Esperanza de vida;;decimal2;life_expec.png;vulnerability;weighted_avg;population;life_expectancy_score;1;0;Development & Deprivation;2.1.1;2012;http://usmp.edu.pe/idp/distritos-datos/;Life expectancy at birth, original source: INEI. Censo de Población y Vivienda 2007. ENAHO y ENAPRES. Recalculated by UNDP.;Porcentaje de población con esperanza de vida al nacer, fuente original: INEI. Censo de Población y Vivienda 2007. ENAHO y ENAPRES. Proyección para 2012 del PNUD.;;UNDP;0;3;5;3;;;
1;;CRA;;PER;infant_mortality_rate;Infant mortality rate;Tasa de mortalidad infantil;;decimal2;infant.png;vulnerability;weighted_avg;population;infant_mortality_rate_score;0;0;Children U5;2.2.3;2007;https://www.mef.gob.pe/en/estadisticas;Infant mortality rate for children under-5 (per 1,000 live births) from INEI;Tasa de mortalidad infantil en niños < de 5 años por cada 10K personas - INEI;Government;INEI;0;3;10;3;;;
1;;CRA;;PHL;admin;Administrative areas - level 4;;;;area.png;admin;;;;;;#N/A;0.1.1;2016;https://data.humdata.org/dataset/philippines-admin4-boundaries-barangay;Administrative boundary data. This dataset is only shared within the closed HDX group of OCHA Philippines.;;;;4;4;20;5;;;
1;;CRA;;PHL;admin;Administrative areas - level 3;;;;area.png;admin;;;;;;#N/A;0.1.1;2016;https://data.humdata.org/dataset/regional-admin1-boundaries-of-the-philippines-june2016;Administrative boundary data. See link for more information.;;;;3;3;20;5;;;
1;;CRA;;PHL;admin;Administrative areas - level 2;;;;area.png;admin;;;;;;#N/A;0.1.1;2016;https://data.humdata.org/dataset/regional-admin1-boundaries-of-the-philippines-june2016;Administrative boundary data. See link for more information.;;;;2;2;20;5;;;
1;;PI;Typhoon;PHL;comp_damage_houses_perc;Completely damaged (rel.);;%;decimal2;damage.png;damage;weighted_avg;population;;0;0;;;;https://data.humdata.org/dataset/philippines-typhoon-haima-priority-index;Number of completely damaged houses, made relative to the total number of houses in the municpality.;;;;0;;;;;;
1;;PI;Typhoon;PHL;total_damage_houses_perc;Total damaged houses (rel.);;%;decimal2;damage.png;damage;weighted_avg;population;;0;0;;;;https://data.humdata.org/dataset/philippines-typhoon-haima-priority-index;Number of damaged houses, made relative to the total number of houses in the municpality.;;;;0;;;;;;
1;;PI;Earthquake;PHL;damaged_houses_pred;Predicted # of houses damaged;;;decimal0;prediction.svg;predictions;sum;;;0;0;;;;https://data.humdata.org/dataset/priority-index-earthquake-leyte-philippines-july-2017;Prediction of number of households damaged (partially + completely together).;;;;0;;;;;;
1;;PI;Typhoon;PHL;distance_typhoon_km;Distance to typhoon;;km;decimal0;cyclone_wind.png;disaster;weighted_avg;land_area;;0;0;;;;https://data.humdata.org/dataset/philippines-typhoon-haima-priority-index;Closest distance to the typhoon path in kilometers.;;;;0;;;;;;
1;;CRA;;PHL;education_density;# schools per 10,000 people;;;decimal2;schools.png;coping_capacity;weighted_avg;population;education_density_score;1;1;Communication;3.2.1;2015;https://data.humdata.org/dataset/philippines-pre-disaster-indicators;Number of primary and secondary schools, made relative to population. Source: Department of Education. Accessed through OCHA Pre-disaster indicators on HDX.;;;;0;3;5;4;;;
1;;CRA;;PHL;evacuation_centers;# evacuation centers per 10,000 people;;;decimal2;;coping_capacity;weighted_avg;population;evacuation_centers_score;1;1;Physical infrastructure;3.2.2;2015;https://data.humdata.org/dataset/philippines-pre-disaster-indicators;Number of evacuation centers per 10,000 people. Source: DILG. Accessed through OCHA Pre-disaster indicators on HDX.;;;;0;3;5;4;;;
1;;CRA;;PHL;hdi;Human development Index;;;decimal2;hdi.png;vulnerability;weighted_avg;population;hdi_score;1;0;Development & Deprivation;2.1.1;2012;https://psa.gov.ph/sites/default/files/HDI%20Tables%2C%20final%2015jan16_0.pdf;Government data with estimation of Human Development Index on a provincial level.;;Government;Philippines Statistics Authority / Human Development Network;0;2;5;4;;;
1;;CRA;;PHL;health_density;# health facilities per 10,000 people;;;decimal2;hospital.png;coping_capacity;weighted_avg;population;health_density_score;1;1;Access to health care;3.2.3;2013;https://data.humdata.org/dataset/philippines-pre-disaster-indicators;Data from FHSIS report, which sums Barangay Health Stations, Rural Health Units, Government Hospitals and Private Hospitals, and divides by population to get the # of facilities for each 10,000 people. Data collected through OCHA pre-disaster indicators. (Direct source to be added).;;Government;Department of Health: Field Health Service Information System (FHSIS);0;3;3;2;;;
1;;CRA;;PHL;irrigated_land;% of land irrigated;;;percentage;agriculture.png;coping_capacity;weighted_avg;land_area;irrigated_land_score;1;0;Physical infrastructure;3.2.2;2017;;Proportion of agricultural land serviced by government irrigation facilities. Source: Provincial Irrigation Development masterplan (2017-2026);;;;0;3;5;4;;;
1;;PI;Typhoon;PHL;mean_elevation_m;Elevation;;m;decimal0;elevation.png;geographic;weighted_avg;land_area;;0;0;;;;https://data.humdata.org/dataset/philippines-typhoon-haima-priority-index;Mean elevation in meters per municipality.;;;;0;;;;;;
1;;PI;Typhoon;PHL;mean_ruggedness;Ruggedness;;%;decimal0;elevation.png;geographic;weighted_avg;land_area;;0;0;;;;https://data.humdata.org/dataset/philippines-typhoon-haima-priority-index;Mean ruggedness in the municipality. Ruggedness is the variability of slope. So an evenly climbing mountain has low ruggedness, but a very unevenly climbing mountain has high ruggedness.;;;;0;;;;;;
1;;CRA;;PHL;pantawid_perc;Pantawid (4P) beneficiaries;;;percentage;;vulnerability;weighted_avg;population;pantawid_perc_score;0;0;Development & Deprivation;2.1.1;2016;https://data.humdata.org/dataset/philippines-pre-disaster-indicators;# of beneficiaries of Pantawid (4P) poverty program, made relative to population. Source: Pantawid July 2016 Report via OCHA Pre-disaster indicators. (Here linked to indirect source UN OCHA, direct source to be included.);;Government;Department of Social Welfare and Development;0;3;3;4;;;
1;;PI;Typhoon;PHL;part_damage_houses_perc;Partly damaged (rel.);;%;decimal2;damage.png;damage;weighted_avg;population;;0;0;;;;https://data.humdata.org/dataset/philippines-typhoon-haima-priority-index;Number of partially damaged houses, made relative to the total number of houses in the municpality.;;;;0;;;;;;
1;;CRA,PI;;PHL;perc_roof_concrete_alu_iron;% strong roof type;;;percentage;roof.png;vulnerability;weighted_avg;population;perc_roof_concrete_alu_iron_score;1;0;Development & Deprivation;2.1.1;2015;https://data.humdata.org/dataset/philippines-pre-disaster-indicators;Percentage of buildings with (partly) concrete or iron or aluminium roofs. Source: OCHA Pre-disaster indicators. (Direct government source to be included).;;Government;Philippines Statistics Authority: Population and Housing Census;0;3;5;4;;;
1;;CRA,PI;;PHL;perc_wall_partly_concrete;% strong wall type;;;percentage;wall.png;vulnerability;weighted_avg;population;perc_wall_partly_concrete_score;1;0;Development & Deprivation;2.1.1;2015;https://data.humdata.org/dataset/philippines-household-building-wall-by-municipality-2010#;Percentage of buildings with (partly) concrete or brick walls. Source: PSA/OCHA.;;Government;Philippines Statistics Authority: Population and Housing Census;0;3;5;4;;;
1;9;CRA,PI;;PHL;population;Population;;;decimal0;population.png;general;sum;;;0;0;#N/A;0.2.1;2015;http://psa.gov.ph/content/highlights-philippine-population-2015-census-population;Population data from the most recent census in the Philippines (2015), collected on barangay-level.;;;;0;4;;;;;
1;;CRA;;PHL;population_u5;% population <5;;;percentage;infant.png;vulnerability;weighted_avg;population;population_u5_score;0;0;Children U5;2.2.3;2015;;Percentage of population with age 5 or lower. Source: Census 2015.;;;;0;4;8;5;;;
1;;CRA,PI;;PHL;poverty_incidence;Poverty incidence;;;percentage;poverty.png;vulnerability;weighted_avg;population;poverty_incidence_score;0;0;Development & Deprivation;2.1.1;2012;https://psa.gov.ph/content/psa-releases-2012-municipal-and-city-level-poverty-estimates;Estimation of percentage of population living below the poverty line, per municipality.;;Government;Philippines Statistics Authority;0;3;5;4;;;
1;;PI;Typhoon;PHL;pred_damage_class;Predicted damage class (1-5);;;decimal0;prediction.svg;predictions;weighted_avg;population;;0;0;;;2018;https://data.humdata.org/dataset/philippines-typhoon-mangkhut-priority-index-forecasted-damage;Predicted damage class (1-5: where 5 is highest damage). See link for full methodology.;;;;0;3;;;;;
1;;CRA;;PHL;rent_free;% of HH occupying lot rent-free;;;percentage;wall.png;vulnerability;weighted_avg;population;rent_free_score;0;0;Other vulnerable groups;2.2.6;2015;;% of households occupying the lot they live on rent-free. This is meant as a proxy of informal settlements, which represents an important vulnerable group. Source: PSA Census 2015.;;;;0;3;5;5;;;
1;;CRA,PI;;PHL;skilled_agriculture;% skilled Agriculture/Forestry/Fishermen;;;percentage;agriculture.png;other;weighted_avg;population;;;;;;2015;;Skilled Agriculture, Forestry and Fisher workers as percentage of population. Source: PSA Census 2015;;;;0;3;5;4;;;
1;;CRA;;PHL;toilet_clean;% water-sealed toilet;;;percentage;sanitation.png;coping_capacity;weighted_avg;population;toilet_clean_score;1;0;Physical infrastructure;3.2.2;2010;https://data.humdata.org/dataset/philippines-pre-disaster-indicators;Households with water-sealed toilet facility, as percentage of total. Source: PSA Census 2010. Accessed through OCHA Pre-disaster indicators on HDX.;;;;0;3;5;5;;;
1;;PI;Earthquake;PHL;total_damage_houses_perc_pred;Predicted % of houses damaged;;;decimal2;prediction.svg;predictions;weighted_avg;population;;0;0;;;;https://data.humdata.org/dataset/priority-index-earthquake-leyte-philippines-july-2017;Prediction of percentage of households damaged (partially + completely together).;;;;0;;;;;;
1;;CRA;;PHL;vulnerable_groups;% vulnerable population;;;percentage;vulnerability.png;vulnerability;weighted_avg;population;vulnerable_groups_score;0;0;Other vulnerable groups;2.2.6;2015;https://data.humdata.org/dataset/philippines-pre-disaster-indicators;Vulnerable population as percentage of total. Vulnerable groups include: Child-head of HH, Single-head of HH, Disabled persons, Solo Parents, Older persons. Source: DSWD National Household Targeting Office. Accessed through OCHA Pre-disaster indicators on HDX.;;;;0;3;5;4;;;
1;;CRA;;PHL;water_clean;% safe water source;;;percentage;sanitation.png;coping_capacity;weighted_avg;population;water_clean_score;1;0;Physical infrastructure;3.2.2;2015;https://data.humdata.org/dataset/philippines-pre-disaster-indicators;Households with own/shared use of faucet community water system or tubed/piped deep well, as percentage of total. Source: PSA Census 2015. Accessed through OCHA Pre-disaster indicators on HDX.;;;;0;3;5;5;;;
1;;PI;Typhoon;PHL;windspeed;Wind speed;;mph;decimal0;cyclone_wind.png;disaster;weighted_avg;land_area;;0;0;;;;https://data.humdata.org/dataset/philippines-typhoon-haima-priority-index;Maximum wind speed reached per municipality.;;;;0;;;;;;
1;;CRA;;PHL,MOZ,HTI;cyclone_phys_exp;Cyclone exposure;;;percentage;cyclone_wind.png;hazard;weighted_avg;population;cyclone_phys_exp_score;0;1;Tropical Cyclone;1.1.4;2010;http://preview.grid.unep.ch/index.php?preview=data&events=cyclones&evcat=7&lang=eng;Global grid dataset which estimates the expected number of people exposed to cyclones annually. The sum is taken of two sources: impact by wind and impact by storm surge. Divided by the population data, to get the relative exposure instead of the absolute number of people affected.;;Other;Global Risk Data Platform (UNEP / UNISDR);0;3;10;3;;;
1;5;CRA;;PHL,MWI,ECU,PER,MLI,ZMB,UGA;dpi_score;DPI;Índice de preparación de datos;;decimal2;dpi.png;dpi;sum;;dpi_score;0;0;;;Current year;https://rodekruis.github.io/CRA_data_overview/;The Data Preparedness Index (DPI) is a measure of how well the INFORM-framework is filled for the selected country and administrative level, and thereby it is a measure of the overall Data Preparedness of the country. The DPI is derived by multiplying scores on Completeness, Recency and Quality. (See each of these for a more detailed description.) Note that a score of 0.125 results when all subcomponents score 0.5 / 50%.;El Índice de preparación de datos (DPI) es una medida qué tan bien se llena el marco INFORM para el país y el nivel administrativo seleccionados, y por lo tanto es una medida de la preparación de datos general del país. El DPI se obtiene al multiplicar puntajes en integridad, actualización y calidad. (Consulte cada uno de estos para obtener una descripción más detallada.) Tenga en cuenta que se obtiene una puntuación de 0.125 cuando todos los subcomponentes obtienen una puntuación de 0.5 / 50%;;;0;4;;;Statut des Données;Le statut des données disponibles représente le degré de remplissage du cadre INFORM aux données de ce pays et au niveau administratif choisi. Il mesure le statut des données générales du pays et il est calculé en multipliant les scores de l'exhaustivité, du degré d'actualité et de la qualité. Veuillez noter que si chaque composant est de 0.5 ou 50%, le résultat sera 0.5x0.5x0.5 = 0.125.;
1;8;CRA;;PHL,MWI,ECU,PER,MLI,ZMB,UGA;quality_score;Quality;Calidad;;decimal2;quality.png;dpi;sum;;quality_score;0;0;;;Current year;https://rodekruis.github.io/CRA_data_overview/;The quality score gives a measure of the quality of a source (irrespective of its recency). E.g. a census is of higher quality then a survey, etc.;El puntaje de calidad da una medida de la calidad de una fuente (independientemente de su antigüedad). P.ej. un censo es de mayor calidad que una encuesta, etc.;;;0;4;;;Qualité;Cet indicateur mesure la qualité d'une référence, quel que soit le degré d'actualité. Par exemple, un recensement est de meilleur qualité qu'une enquête.;
1;7;CRA;;PHL,MWI,ECU,PER,MLI,ZMB,UGA;recency_score;Recency;Actualización;;decimal2;recency.png;dpi;sum;;recency_score;0;0;;;Current year;https://rodekruis.github.io/CRA_data_overview/;"The recency score measures how relevant the source stilll is, given its publishing year and its ""retention period"".";"El puntaje de actualización mide cuán relevante es la fuente del archivo, dado su año de publicación y su ""período de retención"".";;;0;4;;;Degré d'actualité;Cet indicateur mesure le degré d'actualité d'une référence, basé sur l'année de la publication et la période de conservation.;
1;6;CRA;;PHL,MWI,NPL,LKA,MLI,ZMB,BEN,ECU,PER,MOZ,VNM,KEN,ETH,UGA,HTI,BDI;completeness_score;Completeness;Puntaje de integridad;;decimal2;completeness.png;dpi;sum;;completeness_score;0;0;;;Current year;https://rodekruis.github.io/CRA_data_overview/;The completeness indicator counts for how many indicators of the INFORM framework at least one source is included for the selected country and administrative level. Having more than one source for one indicator does not increase the Completeness score.;El indicador de integridad contabiliza la cantidad de indicadores del sistema INFORM y al menos una fuente está incluida en el país seleccionado y nivel administrativo. Teniendo más de una fuente para los indicadores no incrementarán el puntaje de integridad.;;;0;4;;;Exhaustivité;Cet indicateur compte le nombre d'indicateurs pour lesquels au moins une source a été inclue dans le cadre INFORM, pour le pays et le niveau administratif sélectionnés.;
1;;CRA;;PHL,MWI,NPL,LKA,MLI,ZMB,BEN,ECU,PER,MOZ,VNM,KEN,ETH,UGA,HTI,BDI;land_area;Land area;Área total;km2;decimal0;area.png;hide;sum;;land_area_score;0;0;;;2015;;Area computed on the basis of the administrative boundary data.;Área calculada sobre la base de la división administrativa de nivel distrital.;;;0;4;0;0;Superficie territoriale;Superficie territoriale calculée à partir des données de la zone administrative délimitée.;
1;10;CRA,PI;;PHL,MWI,NPL,LKA,MLI,ZMB,BEN,ECU,PER,MOZ,VNM,KEN,ETH,UGA,HTI,BDI;pop_density;Population density;;per km2;decimal0;density.png;general;weighted_avg;land_area;;0;0;;;;;Most recent population data (see population info), divided by land area (computed from boundary data) in square kilometers.;Datos de población más recientes (ver información de población), divididos por el total de área (calculada a partir de datos de límites) en kilómetros cuadrados.;;;0;4;0;0;Densité de population;Données les plus récentes (voir informations sur la population), divisées par superficie territoriale, en kilomètres carrés.;
1;;CRA;;PHL,MWI,NPL,ZMB,BEN,PER,MOZ,KEN,UGA,ETH,HTI,BDI,MLI;flood_phys_exp;Flood exposure;Exposición a inundaciones;;percentage;flood.png;hazard;weighted_avg;population;flood_phys_exp_score;0;1;Flood;1.1.2;2010;http://preview.grid.unep.ch/index.php?preview=data&events=floods&evcat=5&lang=eng;Global grid dataset which estimates the expected number of people exposed to floods annually. Divided by the population data, to get the relative exposure instead of the absolute number of people affected.;Conjunto de datos grillados que estima el número esperado de personas expuestas a las inundaciones anualmente. Dividido por los datos de población, para obtener la exposición relativa en lugar de la cantidad absoluta de personas afectadas - UNISDR;Other;Global Risk Data Platform (UNEP / UNISDR);0;3;10;3;Exposition aux inondations;Jeu de données global utilisé pour estimer le nombre annuel de personnes exposées aux inondations. Normalisé par la population, cet indice représente l'exposition relative plutôt que le nombre absolu des personnes affectées.;
1;4;CRA;;PHL,MWI,NPL,ZMB,PER,ECU,MOZ,KEN,UGA,ETH,HTI,MLI,BDI;coping_capacity_score;Lack of Coping Capacity;Falta de capacidad de respuesta;;decimal2;coping.png;scores;weighted_avg;population;coping_capacity_score;0;0;;;Index of various indicators: see underlying indicators for source year.;;The Coping Capacity component of the Risk Score contains information on institutional and infrastructural capacity to coping with disasters. You can inspect which indicators are included at present, by expanding the Coping Capacity-section in the sidebar on the left.;"La capacidad de respuesta es un componente del puntaje del riesgo que contiene información sobre la capacidad institucional y de la infraestructura para hacer frente a los desastres. Usted puede inspeccionar que indicadores están incluidos en este momento, expandiendo la sección ""Capacidad de afrontamiento"" en la barra lateral de la izquierda.";;;0;4;;;Manque de capacité d'adaptation;L'indicateur de capacité d'adaptation contient les informations sur la capacité des institutions et de l'infrastructure de s'adapter en cas de désastre. Les indicateurs qui font partie de la capacité d'adaptation sont visibles en élargissant la colonne de gauche.;
1;2;CRA;;PHL,MWI,NPL,ZMB,PER,ECU,MOZ,KEN,UGA,ETH,HTI,MLI,BDI;hazard_score;Hazards exposure;Exposición a los peligros;;decimal2;hazards.png;scores;weighted_avg;population;hazard_score;0;0;;;Index of various indicators: see underlying indicators for source year.;;The hazards exposure pillar contains information on the relative risk of various types of hazards happening. You can inspect which indicators are included at present, by expanding the Hazards-section in the sidebar on the left.;El sustento de la exposición a los peligros contiene información sobre el riesgo relativo de varios tipos de amanezas. Usted puede inspeccionar la sección de Peligros en la barra lateral de la izquierda.;;;0;4;;;Exposition aux aléas;L'exposition aux aléas contient les informations sur les risques relatifs à la survenue de différents aléas. Les indicateurs qui font partie de l'exposition aux aléas sont visibles en élargissant la colonne de gauche.;
1;1;CRA;;PHL,MWI,NPL,ZMB,PER,ECU,MOZ,KEN,UGA,ETH,HTI,MLI,BDI;risk_score;Risk score;Puntaje de riesgo;;decimal2;risk_score.png;scores;weighted_avg;population;risk_score;0;0;;;Index of various indicators: see underlying indicators for source year.;;This risk score is a 1-10 score which combines all underlying indicators into one index, comparable across communities. It is made up of three main pillars: vulnerability, hazards exposure and lack of coping capacity. The method and conceptual framework are derived from the INFORM model (www.inform-index.org), which applies it on a national level instead of a sub-national / community level.;Este puntaje de riesgo es un puntaje de 1-10 que combina todos los indicadores subyacentes en un índice, comparable entre comunidades. Está compuesto por tres pilares principales: vulnerabilidad, exposición a los peligros y falta de capacidad de afrontamiento o respuesta. El método y el marco conceptual se derivan del modelo INFORM (www.inform- index.org), que lo aplica a nivel nacional en lugar de a nivel subnacional / comunitario.;;;0;4;;;Indice de risque;L'indice de risque est un indice entre 1 et 10 combinant plusieurs indicateurs comparés à travers des communautés. Il comporte trois composants majeurs: la vulnérabilité, l'exposition aux aléas et le manque de capacité d'adaptation. La méthode et le cadre conceptuel sont basés sur le modèle INFORM (www.inform-index.org), qui s'applique au niveau national plutôt qu'au niveau communautaire.;
1;3;CRA;;PHL,MWI,NPL,ZMB,PER,ECU,MOZ,KEN,UGA,ETH,HTI,MLI,BDI;vulnerability_score;Vulnerability;Vulnerabilidad;;decimal2;vulnerability.png;scores;weighted_avg;population;vulnerability_score;0;0;;;Index of various indicators: see underlying indicators for source year.;;The vulnerability pillar contains information on vulnerability: relative socio-economic status, but also inequality and presence of specific vulnerable groups. You can inspect which indicators are included at present, by expanding the Vulnerability-section in the sidebar on the left.;El sustento de la vulnerabilidad contiene información sobre el estado socioeconómico relativo, pero también desigualdad y presencia de grupos vulnerables específicos. Puede inspeccionar qué indicadores están incluidos actualmente, expandiendo la sección de vulnerabilidad en la barra lateral a la izquierda.;;;0;4;;;Vulnérabilité;L' indice de vulnérabilité contient de les informations sur la situation socioéconomique, l'inégalité et la présence de groupes vulnérables. Les indicateurs qui font partie de la vulnérabilité sont visibles en élargissant la colonne de gauche.;
1;;CRA;;PHL,MWI,NPL,ZMB,PER,ECU,MOZ,UGA,ETH,HTI;earthquake7_phys_exp;Earthquake exposure;Exposición a terremotos;;percentage;earthquake.png;hazard;weighted_avg;population;earthquake7_phys_exp_score;0;1;Earthquake;1.1.1;2010;http://preview.grid.unep.ch/index.php?preview=data&events=earthquakes&evcat=6&lang=eng;Global grid dataset which estimates the expected number of people exposed to earthquakes annually. In this case a magnitude of 7 is taken for earthquakes to be included. Divided by the population data, to get the relative exposure instead of the absolute number of people affected.;Conjunto de datos grillados que estima el número esperado de personas expuestas a un terremoto anualmente. En este caso, se toma una magnitud de 7° para que se incluyan los terremotos. Dividido por los datos de población, para obtener la exposición relativa en lugar de la cantidad absoluta de personas afectadas - UNISDR;Other;Global Risk Data Platform (UNEP / UNISDR);0;3;10;3;;;
1;;PI;Typhoon,Earthquake;PHL,NPL;comp_damage_houses;Completely damaged (abs.);;;decimal0;damage.png;damage;sum;;;0;0;;;;https://data.humdata.org/dataset/philippines-typhoon-haima-priority-index;Completely damaged houses per municipality.;;;;0;;;;;;
1;;PI;Typhoon,Earthquake;PHL,NPL;damaged_houses;Total damaged houses (abs.);;;decimal0;damage.png;damage;sum;;;0;0;;;;https://data.humdata.org/dataset/philippines-typhoon-haima-priority-index;Total number of damaged houses (completely + partially).;;;;0;;;;;;
1;;PI;Typhoon,Earthquake;PHL,NPL;damaged_houses_potential;Total # of houses;;;decimal0;damage.png;hide;sum;;;0;0;;;;https://data.humdata.org/dataset/philippines-typhoon-haima-priority-index;Total # of houses in the municipality, which is used to make the relative versions of the damage variables. The number of houses is calculated by using the 2015-census population data and dividing by 4 to account for household size. This is deemed a better proxy than the number of households which was available from the 2010 census.;;;;0;;;;;;
